	CCMD34381688ST-21-0_erectale.tsv	G78505_erectale.tsv	G88884_erectale.tsv	G88970_erectale.tsv	G89027_erectale.tsv	H2M514903_erectale.tsv	HD-1_erectale.tsv	T2D-063_erectale.tsv	T2D-105_erectale.tsv
UniRef90_A0A3E4ECR4	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4ECS5	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4ED84	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4EDT8	0	0	0	0	1	0	0	0	0
UniRef90_A0A3E4EE12	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4EE35	1	0	1	1	1	0	1	0	0
UniRef90_A0A3E4EE77	1	1	1	1	1	1	1	0	0
UniRef90_A0A3E4EE80	1	1	1	0	1	0	0	1	0
UniRef90_A0A3E4EE90	1	0	1	0	0	0	1	0	0
UniRef90_A0A3E4EEA2	0	1	1	0	0	1	1	0	1
UniRef90_A0A3E4EEC3	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4EEI3	1	0	0	0	0	0	0	0	1
UniRef90_A0A3E4EEK1	1	0	1	0	0	0	0	0	0
UniRef90_A0A3E4EES8	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4EEV0	0	0	1	0	1	0	1	0	0
UniRef90_A0A3E4EEV5	1	0	0	1	0	0	1	0	0
UniRef90_A0A3E4EEV7	1	1	1	1	1	1	1	0	1
UniRef90_A0A3E4EEV9	0	0	0	0	0	1	0	0	0
UniRef90_A0A3E4EEX3	1	0	0	0	0	0	1	1	0
UniRef90_A0A3E4EF27	0	0	1	0	0	0	0	0	0
UniRef90_A0A3E4EF32	0	0	0	0	1	1	1	0	1
UniRef90_A0A3E4EF38	0	0	1	0	0	0	0	0	0
UniRef90_A0A3E4EF48	0	0	1	0	0	0	0	0	0
UniRef90_A0A3E4EF52	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4EF70	1	0	1	1	1	0	0	1	1
UniRef90_A0A3E4EF87	0	0	1	0	0	0	0	0	0
UniRef90_A0A3E4EF95	0	0	1	0	0	0	0	0	0
UniRef90_A0A3E4EFB1	0	0	1	0	0	0	0	0	0
UniRef90_A0A3E4EFC4	0	0	0	0	0	1	1	0	1
UniRef90_A0A3E4EFF1	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4EFF7	0	0	1	0	0	0	0	0	0
UniRef90_A0A3E4EFH8	0	0	1	0	0	0	0	0	0
UniRef90_A0A3E4EFK1	0	0	1	0	0	0	0	0	0
UniRef90_A0A3E4EFK2	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4EFL0	0	0	0	1	0	0	0	0	0
UniRef90_A0A3E4EFN1	0	1	1	0	0	0	0	0	0
UniRef90_A0A3E4EFS2	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4EFV4	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4EFX4	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4EG05	0	0	0	1	0	0	0	0	0
UniRef90_A0A3E4EG20	0	0	1	0	0	0	0	0	0
UniRef90_A0A3E4EG58	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4EG76	1	0	1	0	0	1	1	1	1
UniRef90_A0A3E4EGA3	0	0	0	0	0	1	0	1	1
UniRef90_A0A3E4EGC6	0	0	0	0	1	0	0	1	0
UniRef90_A0A3E4EGI8	1	1	0	1	1	1	1	1	1
UniRef90_A0A3E4EGL8	0	1	0	0	0	0	0	0	0
UniRef90_A0A3E4EGP5	0	0	0	0	1	0	0	1	0
UniRef90_A0A3E4EGQ6	0	0	0	1	1	0	1	0	0
UniRef90_A0A3E4EH06	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4EH12	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4EH46	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4EH62	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4EHC1	0	1	0	1	0	0	0	0	0
UniRef90_A0A3E4EHE1	0	0	1	0	0	1	1	0	0
UniRef90_A0A3E4EHF8	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4EHI5	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4EHM3	1	0	0	0	0	1	0	0	0
UniRef90_A0A3E4FF38	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4FK33	0	0	1	0	1	0	0	1	0
UniRef90_A0A3E4FLH0	0	0	1	1	0	0	0	0	0
UniRef90_A0A3E4GS06	1	1	1	1	1	1	1	0	1
UniRef90_A0A3E4GTR5	1	0	1	1	1	0	0	0	0
UniRef90_A0A3E4GTS2	1	0	1	1	1	0	0	0	0
UniRef90_A0A3E4GTZ3	1	1	1	1	1	1	1	0	0
UniRef90_A0A3E4LIC4	1	0	1	1	1	0	1	0	1
UniRef90_A0A3E4LJ99	0	0	0	1	0	0	0	1	0
UniRef90_A0A3E4LJI3	0	0	0	1	1	1	1	1	0
UniRef90_A0A3E4LJM4	0	1	0	0	0	0	0	0	0
UniRef90_A0A3E4LJQ8	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4LJR3	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LK07	0	0	0	0	1	0	0	1	0
UniRef90_A0A3E4LK52	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4LK97	0	1	0	0	1	0	0	0	0
UniRef90_A0A3E4LKD3	0	1	0	0	1	0	0	0	0
UniRef90_A0A3E4LKE6	1	1	1	0	0	1	1	1	1
UniRef90_A0A3E4LKL1	0	0	0	1	1	0	0	0	1
UniRef90_A0A3E4LKM2	0	0	0	0	1	0	0	0	1
UniRef90_A0A3E4LKT1	0	0	0	0	1	0	0	1	0
UniRef90_A0A3E4LL09	1	0	1	0	1	0	1	0	0
UniRef90_A0A3E4LL23	0	0	0	0	1	0	0	0	1
UniRef90_A0A3E4LL32	1	0	0	0	1	0	0	0	0
UniRef90_A0A3E4LL93	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4LLA7	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4LLH7	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4LLJ1	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LLM6	0	1	1	1	0	0	1	0	0
UniRef90_A0A3E4LLP1	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4LLQ3	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4LLR8	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4LLY5	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4LMA3	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4LMF3	0	0	0	1	0	0	0	0	0
UniRef90_A0A3E4LN06	0	0	0	1	1	0	0	0	1
UniRef90_A0A3E4LNG4	1	0	0	0	1	0	0	0	0
UniRef90_A0A3E4LNH3	0	0	0	1	0	0	1	1	0
UniRef90_A0A3E4LNJ5	1	1	0	1	1	0	0	1	0
UniRef90_A0A3E4LNW2	0	0	0	1	1	1	1	1	0
UniRef90_A0A3E4LNX9	1	0	0	1	0	0	0	0	0
UniRef90_A0A3E4LNZ6	0	1	0	0	0	0	1	1	1
UniRef90_A0A3E4LP53	0	1	0	0	0	0	1	0	1
UniRef90_A0A3E4LP77	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LPQ6	0	0	0	0	0	0	0	1	1
UniRef90_A0A3E4LPW8	0	0	0	0	0	1	1	1	1
UniRef90_A0A3E4LPY9	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4LQT7	0	0	0	1	1	0	0	1	0
UniRef90_A0A3E4LS51	1	1	0	0	0	0	0	0	1
UniRef90_A0A3E4LSJ0	0	0	0	0	0	0	0	1	1
UniRef90_A0A3E4LSY7	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4LSZ3	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4LTK3	0	0	0	1	1	0	1	1	1
UniRef90_A0A3E4LTL5	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4LTM8	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4LU33	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4LU76	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4LUX4	0	0	0	1	0	1	1	1	0
UniRef90_A0A3E4LVW0	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4LVX3	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4LVY7	1	0	1	0	0	0	0	1	1
UniRef90_A0A3E4LW07	0	0	0	0	1	1	0	1	1
UniRef90_A0A3E4LW39	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LW53	0	0	0	0	0	1	1	0	0
UniRef90_A0A3E4LW84	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LW85	1	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LW95	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LWA8	0	1	0	0	0	0	0	1	1
UniRef90_A0A3E4LWD7	1	0	0	1	0	0	1	0	0
UniRef90_A0A3E4LWH4	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LWP2	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LWT0	1	1	0	0	1	0	1	0	0
UniRef90_A0A3E4LWW8	0	0	0	0	0	0	0	1	1
UniRef90_A0A3E4LX82	1	0	1	1	0	0	0	1	0
UniRef90_A0A3E4LXC9	1	0	1	1	0	0	0	0	0
UniRef90_A0A3E4LXE2	1	0	1	0	1	0	1	0	0
UniRef90_A0A3E4LXU6	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4LY84	1	0	0	0	0	0	0	0	1
UniRef90_A0A3E4LYE2	0	0	0	0	0	1	1	0	0
UniRef90_A0A3E4LYQ2	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LYQ3	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LYQ4	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LYR0	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LYR3	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LYR4	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LYR5	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LYS4	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LYS6	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LYU6	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LYU8	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LYV0	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LYV4	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LYV8	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LYV9	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LYX1	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4LZ15	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LZ28	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LZC5	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LZD5	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LZL6	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4LZW4	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LZX3	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4LZY4	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4M071	1	1	0	1	1	0	1	0	1
UniRef90_A0A3E4M074	1	0	0	0	0	1	1	1	1
UniRef90_A0A3E4M098	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4M0A8	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4M0C3	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4M0G6	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4M0H1	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4M0I7	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4M0J6	0	0	0	0	0	0	1	0	1
UniRef90_A0A3E4M0Q3	1	0	1	0	0	0	0	1	0
UniRef90_A0A3E4M0Q4	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4M0R7	1	0	1	0	0	1	0	1	0
UniRef90_A0A3E4M184	0	0	0	1	0	0	0	1	0
UniRef90_A0A3E4M1E6	0	0	0	0	1	0	0	0	0
UniRef90_A0A3E4M1V3	1	1	0	0	1	1	0	1	0
UniRef90_A0A3E4M1W4	0	0	1	1	1	1	1	0	1
UniRef90_A0A3E4M1X2	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4M208	1	0	1	0	1	1	0	0	1
UniRef90_A0A3E4M221	0	1	0	1	1	1	1	1	0
UniRef90_A0A3E4M298	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4M2F8	1	1	1	1	1	1	1	0	1
UniRef90_A0A3E4M2H0	0	1	1	1	1	1	1	1	1
UniRef90_A0A3E4M2H8	0	0	1	0	0	0	0	0	0
UniRef90_A0A3E4M2P0	1	0	1	1	0	0	0	0	0
UniRef90_A0A3E4M316	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4M331	1	1	0	0	0	0	0	1	0
UniRef90_A0A3E4M340	1	0	1	1	0	0	0	0	0
UniRef90_A0A3E4M349	1	0	0	1	0	0	1	1	0
UniRef90_A0A3E4M378	1	0	1	0	1	1	0	0	1
UniRef90_A0A3E4M389	0	0	0	0	0	0	1	0	1
UniRef90_A0A3E4M3C2	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4M3E8	0	0	1	0	0	0	0	0	0
UniRef90_A0A3E4M3K2	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4M3Q5	1	1	1	1	1	0	1	1	0
UniRef90_A0A3E4M4D5	0	0	0	0	0	0	1	1	1
UniRef90_A0A3E4M4E6	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4M4H5	0	0	0	0	1	0	1	1	1
UniRef90_A0A3E4M4I1	0	0	0	0	1	0	0	0	0
UniRef90_A0A3E4M4I4	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4M4K7	0	0	0	0	1	0	0	0	0
UniRef90_A0A3E4M4N6	0	0	0	0	1	0	0	0	0
UniRef90_A0A3E4M4R8	0	0	0	0	1	0	0	0	0
UniRef90_A0A3E4M4T6	0	0	0	0	0	1	0	0	0
UniRef90_A0A3E4M5G1	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4M5N4	0	0	0	0	1	0	0	0	0
UniRef90_A0A3E4M5T0	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4M5X2	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4M652	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4M660	0	1	0	0	0	0	0	0	0
UniRef90_A0A3E4M6K9	0	1	0	0	0	0	0	0	0
UniRef90_A0A3E4M777	1	1	1	1	0	1	1	1	1
UniRef90_A0A3E4M7T9	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4M7V7	0	0	0	0	1	0	0	0	0
UniRef90_A0A3E4M7W4	0	0	0	0	1	0	0	0	0
UniRef90_A0A3E4M838	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4M8C6	1	1	0	0	1	1	1	1	1
UniRef90_A0A3E4M8H7	0	0	0	0	0	1	0	0	0
UniRef90_A0A3E4Q8F3	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4Q8G1	1	1	1	1	1	0	1	1	1
UniRef90_A0A3E4Q9Y4	1	0	1	1	1	0	1	0	0
UniRef90_A0A3E4U5T2	1	1	1	1	1	1	1	0	0
UniRef90_A0A3E4UP79	0	0	0	1	0	1	1	1	1
UniRef90_A0A3E4UV16	1	0	1	1	1	1	1	0	0
UniRef90_A0A3E4UV17	0	0	0	1	0	0	1	1	0
UniRef90_A0A3E4V0S5	1	0	1	0	0	0	0	0	0
UniRef90_A0A3E4V0T7	1	0	1	0	0	0	0	0	0
UniRef90_A0A3E4V0W0	1	0	1	0	0	0	0	0	0
UniRef90_A0A3E4V0X4	0	0	1	0	0	0	0	0	0
UniRef90_A0A3E4V0Z4	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4V159	1	0	1	0	0	0	0	0	0
UniRef90_A0A3E4V188	1	0	1	0	0	0	0	0	0
UniRef90_A0A3E4V1B6	1	0	1	0	0	0	0	0	0
UniRef90_A0A3E4V6K6	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4VAE6	0	0	0	1	0	0	1	1	0
UniRef90_A0A3E4VBF9	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4VC21	1	0	1	0	0	0	0	0	0
UniRef90_A0A3E4VC61	0	0	1	0	0	0	0	0	0
UniRef90_A0A3E4VC68	1	0	1	0	0	0	0	0	0
UniRef90_A0A3E4VCD6	1	0	1	0	0	0	0	0	0
UniRef90_A0A3E4VCF3	1	0	1	0	0	0	0	0	0
UniRef90_A0A3E4VCG4	1	0	1	0	0	0	0	0	0
UniRef90_A0A3E4VCG6	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4VCH7	1	0	1	0	0	0	0	0	0
UniRef90_A0A3E4VCI8	1	0	1	1	1	1	1	1	0
UniRef90_A0A3E4VCK3	1	0	1	0	0	0	0	0	0
UniRef90_A0A3E4VCK4	1	0	1	0	0	0	0	0	0
UniRef90_A0A3E4VCK7	1	0	1	0	0	0	0	0	0
UniRef90_A0A3E4VCL6	1	0	1	1	1	1	1	1	0
UniRef90_A0A3E4VCM4	1	0	1	0	0	0	0	0	0
UniRef90_A0A3E4VCN9	1	0	1	0	0	0	0	0	0
UniRef90_A0A3E4VCQ0	1	0	1	0	0	0	0	0	0
UniRef90_A0A3E4VCT5	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4VCU4	0	0	1	0	0	0	0	0	0
UniRef90_A0A3E4VD11	1	0	1	0	0	0	0	0	0
UniRef90_A0A3E4VD93	1	0	1	0	0	0	0	0	0
UniRef90_A0A3E4WFW5	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4WG87	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4WGR7	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4WGU0	1	0	0	0	0	1	0	0	0
UniRef90_A0A3E4WGY8	0	0	1	0	0	1	1	0	0
UniRef90_A0A3E4WHL9	0	1	0	0	0	0	1	0	0
UniRef90_A0A3E4WHN3	0	0	0	0	0	1	1	0	0
UniRef90_A0A3E4WIB5	1	1	0	1	1	1	0	0	1
UniRef90_A0A3E4WIS2	1	0	1	1	1	0	1	1	1
UniRef90_A0A3E4WIW4	0	1	1	0	0	1	1	0	0
UniRef90_A0A3E4WJH9	0	1	0	0	0	0	1	1	0
UniRef90_A0A3E4WJL5	0	0	0	0	1	0	0	0	1
UniRef90_A0A3E4WJL6	1	0	0	0	0	1	0	0	0
UniRef90_A0A3E4WJS7	1	0	0	0	0	1	0	0	0
UniRef90_A0A3E4WKH9	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4WL83	0	0	0	0	0	1	0	0	0
UniRef90_A0A3E4WLT7	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4WM54	0	0	0	0	0	0	0	1	1
UniRef90_A0A3E4WMU5	1	1	1	1	1	1	1	0	0
UniRef90_A0A3E4WMW4	0	0	0	0	0	0	1	0	1
UniRef90_A0A3E4WMX4	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4WN10	1	1	1	0	1	1	1	0	1
UniRef90_A0A3E4WN16	0	0	0	0	0	1	1	0	1
UniRef90_A0A3E4WN59	1	1	1	1	0	0	0	0	0
UniRef90_A0A3E4WNJ0	1	0	0	0	0	0	1	0	1
UniRef90_A0A3E4WNJ2	0	0	0	0	0	1	1	0	1
UniRef90_A0A3E4WNZ5	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4WNZ8	0	0	1	1	0	0	0	0	0
UniRef90_A0A3E4WP03	0	0	0	0	0	0	1	0	1
UniRef90_A0A3E4WP10	0	0	0	0	0	1	1	0	1
UniRef90_A0A3E4WP14	0	1	0	1	0	0	1	1	0
UniRef90_A0A3E4WP21	0	0	0	0	0	1	1	0	0
UniRef90_A0A3E4WPE7	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4WQ33	0	0	0	0	0	0	0	1	1
UniRef90_A0A3E4WQ70	1	0	0	0	0	0	1	1	1
UniRef90_A0A3E4WQ74	0	0	0	0	1	0	0	1	1
UniRef90_A0A3E4WQ92	1	1	0	1	0	1	1	0	0
UniRef90_A0A3E4WQ94	0	1	1	1	1	1	1	1	1
UniRef90_A0A3E4WQA1	0	0	0	0	0	0	1	1	0
UniRef90_A0A3E4WQC5	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4WQF9	0	0	1	0	0	1	0	1	0
UniRef90_A0A3E4WQG6	0	0	0	0	0	0	1	1	1
UniRef90_A0A3E4WQM1	0	1	0	1	0	1	1	1	1
UniRef90_A0A3E4WR47	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4WRE4	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4WRH5	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4WS04	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4WSE6	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4WT07	1	1	0	0	0	0	0	1	1
UniRef90_A0A3E4WTD1	0	0	0	1	0	0	0	1	1
UniRef90_A0A3E4WTD7	0	0	0	0	1	0	0	0	0
UniRef90_A0A3E4WTL0	0	0	1	0	0	0	0	0	0
UniRef90_A0A3E4WTR9	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4WUU9	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4WUZ3	0	0	0	1	1	0	1	1	0
UniRef90_A0A3E4WVS2	0	1	0	1	1	1	1	1	0
UniRef90_A0A3E4WVY5	0	0	0	0	0	0	1	1	0
UniRef90_A0A3E4WWA8	0	0	1	0	0	0	1	1	1
UniRef90_A0A3E4WWB1	0	0	0	0	0	0	1	1	0
UniRef90_A0A3E4WWJ5	1	0	0	0	1	0	1	0	1
UniRef90_A0A3E4WXK3	0	0	1	1	0	0	1	0	0
UniRef90_A0A3E4WXK7	0	0	1	1	0	0	1	0	0
UniRef90_A0A3E4WXR4	0	0	1	1	0	0	1	0	0
UniRef90_A0A3E4WY00	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4WY22	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4WY32	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4WY33	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4WY45	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4WY54	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4WY56	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4WY60	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4WY62	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4WY64	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4WY72	0	0	0	0	0	0	0	1	1
UniRef90_A0A3E4WY80	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4WYA8	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4WYB9	0	1	0	0	0	0	0	0	1
UniRef90_A0A3E4WYC8	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4WYP9	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4WYQ9	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4WZC0	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4X032	0	0	0	0	0	0	0	1	1
UniRef90_A0A3E4X090	1	0	0	0	1	0	0	0	0
UniRef90_A0A3E4X093	1	0	0	0	1	1	0	1	1
UniRef90_A0A3E4X0C3	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4X0C5	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4X2D2	0	1	0	0	0	0	1	1	0
UniRef90_A0A3E4X2F6	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4X2G6	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4X2J9	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4X2K0	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4X2K2	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4X2L2	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4X2L3	0	0	1	0	0	0	1	0	0
UniRef90_A0A3E4X2L5	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4X2L8	0	0	1	0	0	0	0	0	0
UniRef90_A0A3E4X2M7	0	0	1	0	0	0	1	0	0
UniRef90_A0A3E4X2M9	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4X2P9	1	1	0	0	0	1	0	1	1
UniRef90_A0A3E4X2Q0	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4X2X2	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4X335	0	0	1	0	0	0	1	0	0
UniRef90_A0A3E4X362	0	0	1	0	0	0	1	0	0
UniRef90_A0A3E4X462	0	0	0	1	0	1	0	0	1
UniRef90_A0A3E4X482	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4X489	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4X491	1	0	0	1	1	1	1	1	1
UniRef90_A0A3E4X4E5	0	0	0	0	0	1	0	0	0
UniRef90_A0A3E4X4E9	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4X4F1	0	1	1	1	0	0	0	1	0
UniRef90_A0A3E4X4F9	0	0	1	0	0	1	0	0	0
UniRef90_A0A3E4X4G0	0	1	0	0	0	1	0	0	0
UniRef90_A0A3E4X4G4	0	1	0	0	0	1	0	0	0
UniRef90_A0A3E4X4H4	0	0	0	0	0	1	0	0	0
UniRef90_A0A3E4X4R0	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4X4R5	0	0	0	0	0	1	0	0	0
UniRef90_A0A3E4X4V8	0	0	1	0	0	0	0	0	0
UniRef90_A0A3E4X4Z1	0	0	0	0	0	1	0	0	0
UniRef90_A0A3E4X527	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4X566	1	0	1	0	0	0	0	1	1
UniRef90_A0A3E4X592	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4X5F0	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4X7T5	0	1	0	0	0	0	0	0	0
UniRef90_A0A3E4X893	0	0	0	0	1	0	1	0	1
UniRef90_A0A3E4X8A7	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4X8D6	0	1	0	0	0	0	0	1	0
UniRef90_A0A3E4X8K2	1	1	0	1	1	1	1	1	1
UniRef90_A0A3E4X8L8	0	0	0	1	0	1	1	0	0
UniRef90_A0A3E4X8M1	1	1	0	0	1	0	0	0	1
UniRef90_A0A3E4X929	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4X941	0	1	1	0	0	1	1	1	1
UniRef90_A0A3E4X9F7	0	0	0	0	1	1	1	0	0
UniRef90_A0A3E4X9I7	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4X9M7	0	1	0	0	0	1	1	1	0
UniRef90_A0A3E4X9N1	0	1	0	0	0	0	0	1	0
UniRef90_A0A3E4X9P0	1	1	1	0	0	1	0	1	1
UniRef90_A0A3E4X9Q4	1	0	0	0	0	0	0	0	1
UniRef90_A0A3E4X9V7	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4XAM3	0	0	0	0	0	0	0	1	1
UniRef90_A0A3E4XAN6	0	1	0	0	0	0	0	0	0
UniRef90_A0A3E4XAN9	0	1	0	0	0	0	0	0	0
UniRef90_A0A3E4XAQ3	0	1	0	0	0	0	0	0	0
UniRef90_A0A3E4XAS8	0	1	0	0	0	0	0	0	0
