	CCMD34381688ST-21-0_erectale.tsv	G78505_erectale.tsv	G88884_erectale.tsv	G88970_erectale.tsv	G89027_erectale.tsv	H2M514903_erectale.tsv	HD-1_erectale.tsv	T2D-063_erectale.tsv	T2D-105_erectale.tsv
UniRef90_A0A396FG42	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FG43	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FG58	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FG65	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FGA3	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FGB3	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FGC8	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FGD4	0	0	0	0	1	0	1	0	1
UniRef90_A0A396FGE8	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FGF8	1	0	0	0	0	0	0	1	0
UniRef90_A0A396FGG9	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FGI7	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FGJ1	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FGJ4	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FGJ6	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FGL2	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FGL7	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FGM9	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FGU1	0	1	1	1	1	1	1	0	0
UniRef90_A0A396FGU2	0	0	0	1	0	1	0	0	0
UniRef90_A0A396FH09	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FH14	0	0	0	1	0	0	0	0	0
UniRef90_A0A396FH29	1	0	1	0	0	0	0	0	0
UniRef90_A0A396FH37	1	1	1	1	1	1	1	0	0
UniRef90_A0A396FH61	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FH67	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FH69	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FH92	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FHA2	0	0	1	1	0	0	1	0	0
UniRef90_A0A396FHA5	1	1	0	1	1	1	1	0	1
UniRef90_A0A396FHC2	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FHF3	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FHG4	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FHH6	0	0	0	1	1	0	0	0	0
UniRef90_A0A396FHI3	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FHL5	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FHM3	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FHN0	0	0	1	0	0	0	0	0	1
UniRef90_A0A396FHP6	0	0	0	0	0	0	0	1	0
UniRef90_A0A396FHQ6	0	1	1	1	1	1	1	1	1
UniRef90_A0A396FHQ8	1	0	1	1	0	0	0	0	0
UniRef90_A0A396FHR0	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FHS5	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FHS7	1	1	0	1	0	1	0	1	0
UniRef90_A0A396FHT5	1	1	0	1	1	1	0	0	1
UniRef90_A0A396FHW2	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FHX1	0	1	1	0	1	0	1	1	1
UniRef90_A0A396FHX3	0	0	0	0	0	0	0	0	1
UniRef90_A0A396FHZ9	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FI06	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FI38	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FI45	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FI46	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FI58	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FI68	0	1	0	1	0	0	0	0	0
UniRef90_A0A396FI72	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FI84	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FI89	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FI90	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FI91	1	0	1	1	1	1	1	0	1
UniRef90_A0A396FI95	0	0	1	0	0	1	0	0	0
UniRef90_A0A396FIB8	0	1	0	1	1	0	0	0	1
UniRef90_A0A396FIC6	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FID6	1	1	1	0	1	0	1	1	1
UniRef90_A0A396FIH4	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FIH8	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FIH9	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FIK2	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FIK5	1	0	1	1	1	1	1	0	1
UniRef90_A0A396FIK7	0	0	0	0	0	1	0	0	0
UniRef90_A0A396FIN2	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FIR4	1	1	0	0	0	1	0	1	1
UniRef90_A0A396FIR8	1	1	1	0	1	1	1	1	1
UniRef90_A0A396FIT3	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FIT7	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FIU1	1	1	0	0	1	0	1	1	1
UniRef90_A0A396FIV1	1	1	1	1	1	0	1	1	1
UniRef90_A0A396FIW0	1	1	0	1	1	1	0	0	0
UniRef90_A0A396FIW4	0	1	1	1	1	1	1	1	1
UniRef90_A0A396FIY3	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FIZ3	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FIZ8	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FJA4	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FJC3	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FJC5	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FJG8	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FJH2	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FJI1	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FJJ9	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FJK2	1	1	0	1	1	1	1	0	1
UniRef90_A0A396FJM8	0	1	0	0	0	1	1	0	1
UniRef90_A0A396FJM9	1	1	0	1	1	0	0	0	0
UniRef90_A0A396FJR3	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FJS3	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FJT6	0	1	0	1	0	0	1	0	0
UniRef90_A0A396FJU9	1	1	0	1	1	1	1	1	1
UniRef90_A0A396FJV5	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FJX0	0	1	1	1	1	1	1	0	1
UniRef90_A0A396FJY1	0	0	0	1	0	0	0	0	0
UniRef90_A0A396FJY3	1	1	0	1	1	1	1	1	1
UniRef90_A0A396FJY5	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FJZ6	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FK07	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FK12	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FK20	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FK23	0	0	0	0	0	0	0	0	1
UniRef90_A0A396FK33	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FK41	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FK68	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FK90	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FK93	1	1	1	1	0	1	1	1	1
UniRef90_A0A396FK96	0	0	1	0	0	0	0	0	1
UniRef90_A0A396FKA5	0	0	0	1	0	0	0	0	0
UniRef90_A0A396FKC9	0	0	1	0	0	0	0	0	0
UniRef90_A0A396FKG5	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FKI0	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FKI2	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FKI6	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FKN4	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FKR2	1	0	0	0	1	1	0	0	1
UniRef90_A0A396FKR5	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FKT1	0	0	0	0	0	0	0	0	1
UniRef90_A0A396FKU1	1	1	1	1	1	0	1	0	1
UniRef90_A0A396FKV3	1	1	1	1	0	1	0	1	1
UniRef90_A0A396FKV9	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FL44	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FL61	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FL68	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FL89	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FL99	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FLA1	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FLA4	0	0	1	0	0	0	1	0	1
UniRef90_A0A396FLD1	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FLD4	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FLE2	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FLH1	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FLR3	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FLT5	1	1	0	1	1	1	1	1	1
UniRef90_A0A396FLU0	0	0	0	0	0	0	0	1	0
UniRef90_A0A396FLX4	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FLY2	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FM15	0	1	0	1	0	0	1	0	1
UniRef90_A0A396FM21	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FM36	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FM54	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FM78	0	0	1	1	0	0	1	0	0
UniRef90_A0A396FM85	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FM87	1	1	1	1	1	1	1	0	0
UniRef90_A0A396FMB3	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FME8	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FMF1	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FMF8	1	1	0	1	1	1	1	1	1
UniRef90_A0A396FMG0	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FMG9	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FMI8	0	0	0	1	0	0	1	0	0
UniRef90_A0A396FMK2	0	0	0	0	0	0	0	1	0
UniRef90_A0A396FMP7	1	1	0	0	1	0	0	1	0
UniRef90_A0A396FMT0	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FMX9	1	1	1	1	0	1	1	1	1
UniRef90_A0A396FN01	1	1	0	1	1	1	1	1	1
UniRef90_A0A396FN59	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FN90	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FNB3	1	1	1	1	1	1	1	0	1
UniRef90_A0A396FNC6	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FNE1	1	0	0	1	0	0	1	0	0
UniRef90_A0A396FNH5	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FNJ2	1	0	1	0	1	1	1	1	1
UniRef90_A0A396FNL7	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FNM2	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FNM8	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FNP1	1	1	1	1	1	0	1	1	1
UniRef90_A0A396FNP8	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FNQ6	1	0	1	1	1	1	1	1	0
UniRef90_A0A396FNV3	1	1	0	1	1	1	1	1	1
UniRef90_A0A396FNV6	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FNY6	1	1	1	1	0	1	1	1	1
UniRef90_A0A396FNY7	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FP04	0	1	1	1	1	1	1	1	1
UniRef90_A0A396FP46	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FP69	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FP82	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FP87	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FPA6	1	1	1	1	1	0	1	1	1
UniRef90_A0A396FPF0	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FPI0	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FPI9	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FPP2	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FPQ1	0	1	0	0	0	1	1	0	1
UniRef90_A0A396FPQ7	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FPS6	0	1	1	1	0	1	0	1	0
UniRef90_A0A396FPU2	0	0	0	1	0	1	0	0	0
UniRef90_A0A396FPV7	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FPX6	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FQ07	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FQ17	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FQ24	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FQ32	0	1	1	1	0	0	1	0	0
UniRef90_A0A396FQ34	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FQ58	1	0	0	1	1	1	0	0	0
UniRef90_A0A396FQ64	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FQ67	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FQB2	0	1	0	1	1	1	1	1	1
UniRef90_A0A396FQE7	1	0	0	0	1	0	0	1	0
UniRef90_A0A396FQF2	1	1	1	0	0	1	1	1	1
UniRef90_A0A396FQG1	0	1	1	1	1	0	1	0	0
UniRef90_A0A396FQG2	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FQN0	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FQQ9	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FQR3	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FQT8	0	0	1	0	0	1	0	0	0
UniRef90_A0A396FQV7	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FQY0	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FQZ5	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FR13	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FR39	1	0	1	1	0	0	0	0	0
UniRef90_A0A396FR69	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FRB5	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FRC2	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FRD1	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FRE7	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FRF0	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FRK0	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FRL5	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FRX7	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FS17	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FS55	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FS64	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FS73	1	0	0	1	1	0	0	0	0
UniRef90_A0A396FSE4	1	0	0	0	1	1	0	0	1
UniRef90_A0A396FSF2	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FSF3	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FSH2	1	0	0	1	1	0	1	0	0
UniRef90_A0A396FSH3	0	1	0	1	0	1	0	1	0
UniRef90_A0A396FSJ0	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FSK3	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FSN2	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FSR4	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FSR5	0	0	0	0	1	0	1	0	1
UniRef90_A0A396FSS5	0	0	0	0	0	0	1	1	1
UniRef90_A0A396FST3	1	1	0	0	0	0	1	0	0
UniRef90_A0A396FSV4	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FSX4	0	0	1	1	0	1	1	0	0
UniRef90_A0A396FSZ7	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FT10	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FT27	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FT31	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FT51	0	0	0	0	1	0	0	1	0
UniRef90_A0A396FTC2	1	0	0	1	1	0	0	1	0
UniRef90_A0A396FTE5	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FTF1	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FTR6	1	0	1	1	1	1	1	1	1
UniRef90_A0A396FTT4	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FTW4	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FU29	0	0	1	1	1	1	0	0	0
UniRef90_A0A396FUH0	1	0	0	0	1	0	0	0	0
UniRef90_A0A396FUK3	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FUM5	0	0	0	0	1	0	0	0	0
UniRef90_A0A396FUP7	0	1	0	0	1	0	1	0	1
UniRef90_A0A396FUV9	1	1	1	1	1	0	1	1	1
UniRef90_A0A396FUZ3	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FV30	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FVC0	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FVI6	1	1	1	1	1	1	1	0	0
UniRef90_A0A396FVN9	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FVU9	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FVY2	0	0	0	1	0	0	0	0	0
UniRef90_A0A396FW04	1	0	1	0	1	1	0	1	1
UniRef90_A0A396FW20	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FW45	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FW59	0	0	1	1	0	0	1	0	0
UniRef90_A0A396FW66	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FW76	1	1	0	1	1	1	1	0	0
UniRef90_A0A396FW82	0	0	1	1	0	0	0	0	0
UniRef90_A0A396FW84	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FW91	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FWB0	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FWK5	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FWM9	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FWY7	1	1	0	0	1	1	1	0	0
UniRef90_A0A396FX06	1	1	1	1	1	1	1	1	1
UniRef90_A0A396FZT1	0	0	0	0	0	1	1	0	1
UniRef90_A0A396G0I2	0	0	1	1	1	1	1	1	1
UniRef90_A0A396G2K4	1	1	1	1	1	0	1	0	0
UniRef90_A0A396G368	0	0	1	1	0	0	0	0	0
UniRef90_A0A396G399	0	0	1	1	0	0	0	0	0
UniRef90_A0A396G463	0	0	1	1	1	0	1	0	0
UniRef90_A0A396G481	0	0	0	0	0	1	1	0	1
UniRef90_A0A396G4X1	1	0	1	1	1	1	1	1	1
UniRef90_A0A396G5E4	0	1	0	0	0	0	0	0	0
UniRef90_A0A396G5U9	0	1	0	0	0	0	0	0	0
UniRef90_A0A396G5V0	0	1	0	0	0	0	0	0	0
UniRef90_A0A396G5W0	0	1	0	0	0	0	0	0	0
UniRef90_A0A396G661	0	1	0	0	0	0	0	0	0
UniRef90_A0A396G6X7	0	1	0	0	0	0	0	0	0
UniRef90_A0A396G908	0	1	0	0	0	0	0	0	0
UniRef90_A0A396G9T0	0	1	0	0	0	0	0	0	0
UniRef90_A0A396GAB8	0	0	0	0	0	0	1	1	0
UniRef90_A0A396GAR0	0	1	0	0	0	0	0	0	1
UniRef90_A0A396GAR7	0	1	0	0	0	0	0	0	0
UniRef90_A0A396GAZ0	1	0	1	0	1	1	1	0	0
UniRef90_A0A396GB52	1	1	1	1	1	1	1	1	1
UniRef90_A0A396GBN5	0	0	1	1	1	0	1	1	0
UniRef90_A0A396GBQ1	0	0	0	0	0	1	1	0	1
UniRef90_A0A396GCB6	1	1	1	1	1	1	1	1	1
UniRef90_A0A396GCS5	0	1	0	0	0	0	0	0	0
UniRef90_A0A396GCT0	0	1	0	0	0	0	0	0	0
UniRef90_A0A396GFT2	0	1	0	0	0	0	0	0	0
UniRef90_A0A396GG54	0	1	0	0	0	0	0	0	0
UniRef90_A0A396GG56	0	1	0	0	0	0	0	0	0
UniRef90_A0A3D1NKU7	0	0	0	0	1	0	0	0	0
UniRef90_A0A3D1NUQ5	1	0	0	0	0	0	0	0	0
UniRef90_A0A3D1NYQ5	1	1	1	1	1	1	0	1	1
UniRef90_A0A3D2K9N8	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E2SAJ5	0	0	0	0	0	1	1	0	1
UniRef90_A0A3E2T8D3	0	0	0	0	1	0	1	1	1
UniRef90_A0A3E2TWW7	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E2TZ21	1	0	1	1	1	1	1	0	0
UniRef90_A0A3E2U0M3	1	1	1	1	1	1	0	1	1
UniRef90_A0A3E2U321	1	1	1	1	1	0	1	0	1
UniRef90_A0A3E2UKI3	1	0	1	1	0	1	0	0	1
UniRef90_A0A3E2VFX5	1	0	1	1	1	0	1	1	1
UniRef90_A0A3E2VXN2	1	0	1	0	0	1	1	1	1
UniRef90_A0A3E2VZM3	0	0	0	1	0	0	1	0	0
UniRef90_A0A3E2VZR4	0	0	0	1	0	0	1	0	1
UniRef90_A0A3E2VZR9	1	0	1	1	1	1	1	0	0
UniRef90_A0A3E2VZU5	0	0	1	1	0	0	1	0	0
UniRef90_A0A3E2W4G1	0	0	0	1	0	0	0	1	0
UniRef90_A0A3E2WMI2	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E2X5R4	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E2XRZ3	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E2Y7W5	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E3DKP4	0	0	0	0	1	0	1	0	0
UniRef90_A0A3E3DKR1	1	0	0	0	0	1	0	0	0
UniRef90_A0A3E3DKS1	1	0	0	0	0	1	0	0	0
UniRef90_A0A3E3DKS5	0	0	0	0	0	1	0	0	0
UniRef90_A0A3E3DKU9	0	0	0	0	0	1	0	0	0
UniRef90_A0A3E3DKX6	1	0	0	0	0	1	0	0	0
UniRef90_A0A3E3DKY2	0	0	0	0	0	1	0	0	0
UniRef90_A0A3E3DKZ6	0	0	0	0	0	1	0	0	0
UniRef90_A0A3E3DL12	1	0	0	0	0	1	0	0	0
UniRef90_A0A3E3DL48	0	0	0	0	0	1	0	0	0
UniRef90_A0A3E3DLQ9	1	0	0	0	0	1	0	0	0
UniRef90_A0A3E3DLR4	0	0	0	0	0	1	0	0	0
UniRef90_A0A3E3DLU9	0	0	0	0	0	1	0	0	0
UniRef90_A0A3E3DMI9	1	0	0	0	0	1	0	0	0
UniRef90_A0A3E4E3M1	0	0	0	0	0	1	0	0	0
UniRef90_A0A3E4E3M5	0	1	0	1	1	1	1	0	0
UniRef90_A0A3E4E3Q1	0	0	0	0	1	0	0	0	0
UniRef90_A0A3E4E4G0	1	0	0	0	1	1	0	1	1
UniRef90_A0A3E4E4H4	0	0	0	0	1	0	0	0	0
UniRef90_A0A3E4E4R7	0	0	0	1	0	0	0	0	0
UniRef90_A0A3E4E4U9	0	0	1	0	0	1	1	0	0
UniRef90_A0A3E4E4Z1	0	0	0	1	1	1	1	0	0
UniRef90_A0A3E4E510	1	1	1	1	1	1	1	0	1
UniRef90_A0A3E4E513	0	0	1	0	1	1	1	1	0
UniRef90_A0A3E4E519	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4E531	1	0	1	1	1	0	0	0	0
UniRef90_A0A3E4E553	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4E5E1	0	1	1	1	1	0	1	0	1
UniRef90_A0A3E4E5I1	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4E5L1	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4E5M3	0	0	0	0	1	1	1	1	0
UniRef90_A0A3E4E5M4	1	1	1	1	1	0	1	1	1
UniRef90_A0A3E4E5U7	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4E5U9	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4E633	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4E651	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4E660	0	0	0	0	1	0	0	0	0
UniRef90_A0A3E4E665	1	1	1	1	0	1	1	0	0
UniRef90_A0A3E4E666	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4E667	0	0	0	0	1	0	0	0	0
UniRef90_A0A3E4E6E4	0	0	1	0	0	0	1	0	0
UniRef90_A0A3E4E6P9	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4E6U2	0	0	0	0	1	0	0	0	0
UniRef90_A0A3E4E7C5	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4E7E0	1	0	0	0	1	0	0	1	0
UniRef90_A0A3E4E7H5	0	0	0	0	0	1	0	1	1
UniRef90_A0A3E4E7J0	0	0	1	0	0	0	1	0	0
UniRef90_A0A3E4E7J9	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4E7Q0	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4E7Q1	1	0	1	0	1	0	0	0	0
UniRef90_A0A3E4E7U2	1	0	1	0	0	0	0	0	0
UniRef90_A0A3E4E7X1	0	1	1	0	0	0	1	0	1
UniRef90_A0A3E4E7Z4	1	0	0	0	0	0	0	0	0
UniRef90_A0A3E4E8H9	1	0	1	0	1	0	0	0	0
UniRef90_A0A3E4E8I4	0	1	0	0	0	0	1	1	1
UniRef90_A0A3E4E8J5	1	1	0	1	0	0	0	1	1
UniRef90_A0A3E4E8N0	0	1	1	0	0	0	0	0	0
UniRef90_A0A3E4E8N8	1	0	1	1	0	0	0	1	0
UniRef90_A0A3E4E8R9	0	1	1	1	0	0	0	0	1
UniRef90_A0A3E4E8T0	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4E8T6	0	0	0	0	0	0	0	1	0
UniRef90_A0A3E4E8T7	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4E8V8	0	1	0	0	1	0	0	0	0
UniRef90_A0A3E4E8W6	0	0	1	0	0	1	1	0	0
UniRef90_A0A3E4E8X4	0	1	1	0	0	0	0	0	1
UniRef90_A0A3E4E8Y0	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4E918	1	0	1	1	1	1	1	0	0
UniRef90_A0A3E4E930	1	1	1	0	0	0	1	1	1
UniRef90_A0A3E4E972	1	1	1	0	0	0	1	0	0
UniRef90_A0A3E4EAS8	0	0	1	0	0	0	0	0	0
UniRef90_A0A3E4EAY1	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4EB82	1	0	1	0	0	0	1	0	1
UniRef90_A0A3E4EBC1	0	0	0	1	0	0	0	0	0
UniRef90_A0A3E4EC14	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4EC20	0	0	1	1	0	0	1	0	0
UniRef90_A0A3E4EC37	1	0	1	0	1	1	1	1	1
UniRef90_A0A3E4EC59	0	0	0	0	0	0	0	0	1
UniRef90_A0A3E4EC91	1	0	1	0	1	1	1	0	1
UniRef90_A0A3E4EC99	1	1	1	1	1	1	1	1	0
UniRef90_A0A3E4ECA1	1	0	0	0	0	1	0	0	0
UniRef90_A0A3E4ECD7	0	0	1	0	0	0	1	0	0
UniRef90_A0A3E4ECE9	0	0	0	0	0	0	1	0	0
UniRef90_A0A3E4ECF8	0	0	0	0	0	1	1	0	0
UniRef90_A0A3E4ECG6	1	1	1	1	1	1	1	1	0
UniRef90_A0A3E4ECG9	0	0	1	0	0	1	1	0	0
